0x08B4,0x9A
0x08B5,0x41
0x08B6,0xE0
0x08B7,0x44
0x08B8,0xFA
0x08B9,0x00
0x08BA,0x5F
0x08BB,0x00
0x08BC,0xB3
0x08BD,0x40
0x08BE,0xFA
0x08BF,0x44
0x08C0,0x4F
0x08C1,0x00
0x08C2,0x0F
0x08C3,0x00
0x08C4,0x32
0x08C5,0x01
0x08C6,0x03
0x08C7,0x41
0x08C8,0x7D
0x08C9,0x00
0x08CA,0x98
0x08CB,0x40
0x08CC,0xCA
0x08CD,0x40
0x08CE,0xF0
0x08CF,0x40
0x08D0,0x5D
0x08D1,0x00
0x08D2,0x03
0x08D3,0x40
0x08D4,0x76
0x08D5,0x41
0x08D6,0xE1
0x08D7,0x42
0x08D8,0x17
0x08D9,0x02
0x08DA,0x69
0x08DB,0x00
0x08DC,0x99
0x08DD,0x40
0x08DE,0x02
0x08DF,0x43
0x08E0,0xF7
0x08E1,0x00
0x08E2,0x02
0x08E3,0x00
0x08E4,0xA0
0x08E5,0x00
0x08E6,0xC5
0x08E7,0x41
0x08E8,0x6F
0x08E9,0x41
0x08EA,0x94
0x08EB,0x40
0x08EC,0x84
0x08ED,0x40
0x08EE,0xB5
0x08EF,0x40
0x08F0,0xD2
0x08F1,0x01
0x08F2,0x13
0x08F3,0x00
0x08F4,0x70
0x08F5,0x41
0x08F6,0x19
0x08F7,0x44
0x08F8,0x23
0x08F9,0x02
0x08FA,0x5C
0x08FB,0x00
0x08FC,0x1B
0x08FD,0x41
0x08FE,0x97
0x08FF,0x43
0x3A46,0x00
0x3A47,0x04
0x3A48,0x00
0x3A49,0x04
0x3A4A,0x00
0x3A4B,0x04
0x3A4C,0x00
0x3A4D,0x04
0x3A4E,0x11
0x3A4F,0x00
0x3A50,0x00
0x3A51,0x00
0x3A52,0x00
0x3A53,0x00
0x3A54,0x12
0x3A55,0x00
0x3A56,0x00
0x3A57,0x04
0x3A58,0x00
0x3A59,0x04
0x3A5A,0x00
0x3A5B,0x04
0x3A5C,0x00
0x3A5D,0x04
0x3A5E,0x11
0x3A5F,0x00
0x3A60,0x00
0x3A61,0x00
0x3A62,0x00
0x3A63,0x00
0x3A64,0x12
0x3A65,0x00
0x3A9E,0x52
0x3A9F,0x10
0x3AA0,0x43
0x3AA1,0x10
0x3AA2,0x4E
0x3AA3,0x10
0x3AA4,0x5C
0x3AA5,0x10
0x3AA6,0xC6
0x3AA7,0x10
0x3AA8,0xBC
0x3AA9,0x10
0x3AAA,0xB8
0x3AAB,0x10
0x3AAC,0xD6
0x3AAD,0x10
0x3AAE,0xD5
0x3AAF,0x10
0x3AB0,0xB5
0x3AB1,0x10
0x3AB2,0xF0
0x3AB3,0x10
0x3AB4,0xB5
0x3AB5,0x10
